0.000389	0.808215	0.007096	0.184300	2
0.000000	0.000038	0.999917	0.000045	3
0.000054	0.000026	0.999615	0.000304	3
0.957302	0.000002	0.042616	0.000081	1
0.167752	0.000126	0.831095	0.001027	3
0.000434	0.677851	0.137532	0.184183	2
0.000062	0.000357	0.999002	0.000579	3
0.002114	0.113540	0.009405	0.874941	4
0.000086	0.000078	0.999774	0.000062	3
0.004086	0.921861	0.001957	0.072097	2
0.932828	0.000038	0.066799	0.000335	1
0.110940	0.658832	0.015916	0.214313	2
0.999796	0.000051	0.000048	0.000105	1
0.996902	0.000043	0.002688	0.000367	1
0.157592	0.623746	0.167125	0.051537	2
0.000005	0.000034	0.999942	0.000019	3
0.003413	0.021608	0.172508	0.802471	4
0.009763	0.109109	0.036292	0.844835	4
0.000042	0.000020	0.999810	0.000128	3
0.967169	0.000012	0.032495	0.000324	1
0.976055	0.009547	0.005433	0.008964	1
0.976964	0.000139	0.022803	0.000093	1
0.000242	0.994174	0.000566	0.005017	2
0.000073	0.000797	0.998763	0.000368	3
0.995917	0.000012	0.003867	0.000204	1
0.000007	0.000202	0.999500	0.000291	3
0.000190	0.960233	0.004299	0.035279	2
0.973149	0.001802	0.024248	0.000801	1
0.012938	0.002301	0.977470	0.007292	3
0.000024	0.990657	0.000220	0.009100	2
0.000852	0.000108	0.998961	0.000078	3
0.000003	0.000551	0.999208	0.000238	3
0.032944	0.216972	0.148502	0.601582	4
0.999148	0.000008	0.000765	0.000079	1
0.000307	0.539295	0.011713	0.448686	2
0.000262	0.000885	0.996726	0.002127	3
0.991288	0.000551	0.001445	0.006716	1
0.000116	0.915837	0.000542	0.083505	2
0.997464	0.000038	0.002306	0.000191	1
0.218463	0.110462	0.555012	0.116063	3
0.961229	0.002433	0.026216	0.010122	1
0.967207	0.003582	0.005464	0.023747	1
0.972422	0.000266	0.020993	0.006320	1
0.000095	0.970633	0.000079	0.029193	2
0.000023	0.996370	0.000119	0.003488	2
0.000817	0.000002	0.999173	0.000008	3
0.000036	0.000591	0.998123	0.001250	3
0.905347	0.000040	0.093259	0.001354	1
0.000144	0.045000	0.946133	0.008723	3
0.953991	0.001061	0.008683	0.036264	1
0.992171	0.000004	0.007760	0.000064	1
0.006830	0.082999	0.004653	0.905518	4
0.937641	0.000300	0.043567	0.018492	1
0.000310	0.943687	0.000209	0.055795	2
0.007591	0.007606	0.947415	0.037389	3
0.000377	0.955548	0.004081	0.039994	2
0.002280	0.081515	0.719559	0.196647	3
0.034311	0.920992	0.000562	0.044135	2
0.000002	0.000008	0.999984	0.000007	3
0.005448	0.099807	0.009828	0.884917	4
0.140687	0.005830	0.814654	0.038829	3
0.032393	0.000102	0.967210	0.000295	3
0.007531	0.771184	0.000083	0.221202	2
0.845144	0.006352	0.033300	0.115205	1
0.998237	0.000005	0.001556	0.000203	1
0.802850	0.001037	0.192759	0.003354	1
0.130741	0.241080	0.002713	0.625467	4
0.001346	0.055792	0.940097	0.002765	3
0.967431	0.000852	0.026216	0.005501	1
0.987092	0.000282	0.006789	0.005836	1
0.001856	0.000588	0.996889	0.000667	3
0.219664	0.009524	0.744300	0.026512	3
0.487872	0.002342	0.500726	0.009060	3
0.000865	0.913874	0.000035	0.085226	2
0.999521	0.000003	0.000447	0.000029	1
0.000115	0.000242	0.999353	0.000290	3
0.000339	0.412852	0.089585	0.497224	4
0.999026	0.000000	0.000947	0.000026	1
0.027418	0.867857	0.041873	0.062852	2
0.001490	0.949459	0.001910	0.047140	2
0.000184	0.000240	0.999273	0.000303	3
0.998793	0.000044	0.000980	0.000182	1
0.997439	0.000036	0.002408	0.000117	1
0.489995	0.000261	0.193299	0.316445	1
0.999982	0.000000	0.000007	0.000011	1
0.012669	0.126575	0.003407	0.857349	4
0.000027	0.992081	0.000008	0.007884	2
0.000109	0.003253	0.995261	0.001377	3
0.003849	0.040475	0.929611	0.026064	3
0.995997	0.000003	0.003281	0.000719	1
0.960216	0.012618	0.004428	0.022738	1
0.974996	0.000106	0.024255	0.000643	1
0.007924	0.889659	0.000686	0.101731	2
0.337693	0.028720	0.023810	0.609776	4
0.000051	0.000004	0.999913	0.000032	3
0.003995	0.000343	0.994422	0.001240	3
0.000012	0.978710	0.000085	0.021194	2
0.000002	0.000046	0.999693	0.000259	3
0.000093	0.939450	0.008962	0.051495	2
0.946282	0.000012	0.053623	0.000083	1
0.000003	0.000057	0.999914	0.000025	3
0.000062	0.900432	0.082682	0.016825	2
0.929396	0.000324	0.050617	0.019664	1
0.028412	0.014761	0.951141	0.005686	3
0.000130	0.303163	0.000811	0.695895	4
0.000308	0.958057	0.000398	0.041237	2
0.000014	0.928051	0.000037	0.071898	2
0.000040	0.000478	0.999455	0.000027	3
0.000157	0.000554	0.998730	0.000559	3
0.988222	0.000002	0.011688	0.000087	1
