0.000368	0.000077	0.999389	0.000166	3
0.999150	0.000003	0.000730	0.000117	1
0.000111	0.000100	0.998528	0.001261	3
0.000011	0.000001	0.999950	0.000037	3
0.000031	0.000989	0.998816	0.000165	3
0.995514	0.001050	0.001671	0.001766	1
0.457167	0.000126	0.541508	0.001199	3
0.999750	0.000004	0.000174	0.000072	1
0.000876	0.036689	0.000912	0.961523	4
0.000432	0.926668	0.002264	0.070636	2
0.880628	0.000523	0.087428	0.031421	1
0.986740	0.000052	0.012273	0.000935	1
0.000082	0.000069	0.999563	0.000285	3
0.000007	0.962907	0.000024	0.037061	2
0.999869	0.000000	0.000109	0.000022	1
0.884331	0.019319	0.002749	0.093601	1
0.000594	0.000047	0.999275	0.000085	3
0.000247	0.001051	0.990868	0.007834	3
0.000599	0.837926	0.000025	0.161449	2
0.801817	0.044740	0.007848	0.145594	1
0.000032	0.988679	0.000003	0.011286	2
0.786752	0.000009	0.212982	0.000256	1
0.000991	0.001859	0.897899	0.099251	3
0.000029	0.000132	0.999515	0.000324	3
0.017277	0.000015	0.979450	0.003258	3
0.016577	0.000393	0.982446	0.000584	3
0.988703	0.000511	0.010457	0.000328	1
0.000375	0.984588	0.000641	0.014396	2
0.000521	0.000246	0.998700	0.000532	3
0.000322	0.912179	0.000487	0.087011	2
0.002433	0.001492	0.994398	0.001677	3
0.000413	0.017408	0.977263	0.004916	3
0.047481	0.527550	0.005702	0.419267	2
0.869982	0.000077	0.129602	0.000339	1
0.035396	0.674657	0.001505	0.288442	2
0.000407	0.952956	0.000140	0.046496	2
0.016179	0.000150	0.981610	0.002061	3
0.000103	0.000218	0.999461	0.000219	3
0.000065	0.915763	0.001346	0.082827	2
0.000426	0.990759	0.000087	0.008727	2
0.000089	0.911022	0.000658	0.088232	2
0.068947	0.601526	0.003468	0.326059	2
0.000981	0.610288	0.003921	0.384810	2
0.948315	0.011801	0.024106	0.015778	1
0.134863	0.178490	0.084512	0.602135	4
0.000637	0.575017	0.000455	0.423890	2
0.995299	0.000068	0.004228	0.000404	1
0.982877	0.000096	0.016241	0.000786	1
0.250327	0.408203	0.221242	0.120227	2
0.000491	0.752880	0.000719	0.245910	2
0.971744	0.000167	0.027928	0.000160	1
0.001373	0.188590	0.000063	0.809975	4
